@timestamp,user_id,audio_bytesReceived,audio_packetsReceived,audio_packetsLost,audio_jitter,video_bytesReceived,video_packetsReceived,video_packetsLost,video_jitter,video_framesDecoded,video_nackCount,video_firCount,video_pliCount
2023-05-12 19:36:03.823000+00:00,User3,65379,840,0,0.011,3013176,2728,0,0.029366666666666666,313,0,0,0
2023-05-12 19:36:03.836000+00:00,User3,65379,840,0,0.011,3013176,2728,0,0.029466666666666665,313,0,0,0
2023-05-12 19:36:03.836000+00:00,User2,65506,840,0,0.011,3016926,2738,0,0.03121111111111111,311,0,0,0
2023-05-12 19:36:03.837000+00:00,User3,65459,841,0,0.011,3014239,2729,0,0.029122222222222223,313,0,0,0
2023-05-12 19:36:03.843000+00:00,User3,65459,841,0,0.011,3015302,2730,0,0.029177777777777778,313,0,0,0
2023-05-12 19:36:03.851000+00:00,User3,65459,841,0,0.011,3019554,2734,0,0.029222222222222222,313,0,0,0
2023-05-12 19:36:03.851000+00:00,User2,65506,840,0,0.011,3021063,2742,0,0.031155555555555554,311,0,0,0
2023-05-12 19:36:06.836000+00:00,User2,76558,990,0,0.009,3790329,3445,0,0.02001111111111111,404,0,0,0
2023-05-12 19:36:06.838000+00:00,User3,76511,990,0,0.008,3777657,3424,0,0.021366666666666666,406,0,0,0
2023-05-12 19:36:06.843000+00:00,User3,76582,991,0,0.008,3778752,3425,0,0.021244444444444444,406,0,0,0
2023-05-12 19:36:06.850000+00:00,User3,76582,991,0,0.009,3783132,3429,0,0.021377777777777777,406,0,0,0
2023-05-12 19:36:06.852000+00:00,User2,76640,991,0,0.009,3796719,3451,0,0.01997777777777778,404,0,0,0
2023-05-12 19:36:06.854000+00:00,User2,76640,991,0,0.009,3796719,3451,0,0.02011111111111111,404,0,0,0
2023-05-12 19:36:06.855000+00:00,User3,76582,991,0,0.008,3783132,3429,0,0.02141111111111111,406,0,0,0
2023-05-12 19:36:06.857000+00:00,User2,76640,991,0,0.009,3796719,3451,0,0.020244444444444443,404,0,0,0
2023-05-12 19:36:06.862000+00:00,User3,76751,993,0,0.008,3784228,3430,0,0.021277777777777777,406,0,0,0
2023-05-12 19:36:06.860000+00:00,User2,76640,991,0,0.009,3796719,3451,0,0.020133333333333333,404,0,0,0
2023-05-12 19:36:06.862000+00:00,User2,76640,991,0,0.009,3796719,3451,0,0.01997777777777778,404,0,0,0
2023-05-12 19:36:06.874000+00:00,User2,76640,991,0,0.009,3798927,3453,0,0.019688888888888888,405,0,0,0
2023-05-12 19:36:06.875000+00:00,User3,76751,993,0,0.008,3787441,3433,0,0.021233333333333333,407,0,0,0
2023-05-12 19:36:06.879000+00:00,User2,76640,991,0,0.009,3803345,3457,0,0.01988888888888889,405,0,0,0
2023-05-12 19:36:06.880000+00:00,User3,76751,993,0,0.008,3789584,3435,0,0.02118888888888889,407,0,0,0
2023-05-12 19:36:06.884000+00:00,User3,76751,993,0,0.009,3791728,3437,0,0.02128888888888889,407,0,0,0
2023-05-12 19:36:06.887000+00:00,User3,76751,993,0,0.009,3791728,3437,0,0.02131111111111111,407,0,0,0
2023-05-12 19:36:06.887000+00:00,User2,76737,992,0,0.009,3804450,3458,0,0.019755555555555554,405,0,0,0
2023-05-12 19:36:06.894000+00:00,User2,76737,992,0,0.01,3804450,3458,0,0.01987777777777778,405,0,0,0
2023-05-12 19:36:06.896000+00:00,User2,76737,992,0,0.009,3804450,3458,0,0.01998888888888889,405,0,0,0
2023-05-12 19:36:06.927000+00:00,User3,76927,995,0,0.008,3800349,3445,0,0.02082222222222222,409,0,0,0
2023-05-12 19:36:06.934000+00:00,User2,76984,995,0,0.01,3813112,3466,0,0.019088888888888888,407,0,0,0
2023-05-12 19:36:06.966000+00:00,User1,76605,991,0,0.012,3767939,3436,0,0.01988888888888889,406,0,0,0
2023-05-12 19:36:06.971000+00:00,User1,76605,991,0,0.012,3769091,3437,0,0.01997777777777778,406,0,0,0
2023-05-12 19:36:09.850000+00:00,User3,88290,1141,0,0.009,4519901,4097,0,0.017822222222222222,500,0,0,0
2023-05-12 19:36:09.851000+00:00,User2,88350,1141,0,0.011,4522628,4118,0,0.0191,498,0,0,0
2023-05-12 19:36:09.854000+00:00,User3,88290,1141,0,0.009,4519901,4097,0,0.017944444444444443,500,0,0,0
2023-05-12 19:36:09.855000+00:00,User2,88350,1141,0,0.011,4523699,4119,0,0.019422222222222223,498,0,0,0
2023-05-12 19:36:09.863000+00:00,User3,88290,1141,0,0.009,4521043,4098,0,0.017933333333333332,500,0,0,0
2023-05-12 19:36:09.858000+00:00,User2,88350,1141,0,0.011,4523699,4119,0,0.019055555555555555,498,0,0,0
2023-05-12 19:36:09.863000+00:00,User2,88350,1141,0,0.011,4523699,4119,0,0.0192,499,0,0,0
2023-05-12 19:36:09.873000+00:00,User2,88350,1141,0,0.011,4524841,4120,0,0.01901111111111111,499,0,0,0
2023-05-12 19:36:09.875000+00:00,User3,88370,1142,0,0.009,4526438,4103,0,0.0182,501,0,0,0
