cut_index,vmaf,msssim,psnr,psnrhvs,ssim,vifp,psnrhvsm,pesq,visqol,session,userFrom,userTo,@timestamp
0,0.775910513888889,0.9824345044444448,30.31619915333335,27.159543395555538,0.9863592333333333,0.7364619155555564,29.39289619333334,0.192,0.6606375,LoadTestSession1,User1,User2,2023-03-01 09:19:02.367000+00:00
1,0.8094915727333333,0.9831527799999997,30.319636206666676,27.14461325555553,0.9873603266666673,0.7584776755555558,29.172131308888858,0.7458750000000001,0.7762475,LoadTestSession1,User1,User2,2023-03-01 09:19:19.367000+00:00
2,0.8094461916666665,0.9831207133333332,30.28966604666666,27.11368035777776,0.9873172488888884,0.7581034777777778,29.133788502222252,0.7495,0.7699425,LoadTestSession1,User1,User2,2023-03-01 09:19:36.367000+00:00
3,0.8096454444222225,0.9831945044444448,30.31440409333332,27.140022333333338,0.9873675266666667,0.7587083799999997,29.168653382222228,0.7053750000000001,0.7721724999999999,LoadTestSession1,User1,User2,2023-03-01 09:19:53.367000+00:00
4,0.8095420610222216,0.9831202044444449,30.288939471111103,27.112422819999995,0.9873274777777775,0.7583485511111107,29.130439673333314,0.752,0.7808649999999999,LoadTestSession1,User1,User2,2023-03-01 09:20:10.367000+00:00
5,0.8091471989333339,0.9831430644444442,30.30529886888891,27.129759551111125,0.9873377466666663,0.758374248888888,29.153578471111125,0.747125,0.776295,LoadTestSession1,User1,User2,2023-03-01 09:20:27.367000+00:00
6,0.8107196537777789,0.983179242222222,30.314784993333312,27.13772118222221,0.9873967977777772,0.7591927533333329,29.158171011111108,0.72525,0.7797725,LoadTestSession1,User1,User2,2023-03-01 09:20:44.367000+00:00
7,0.8088783397333333,0.9831058355555554,30.288541295555568,27.112611491111124,0.9873227866666665,0.7580734288888891,29.132867857777768,0.745625,0.7814425,LoadTestSession1,User1,User2,2023-03-01 09:21:01.367000+00:00
8,0.809061555444445,0.983136908888889,30.300215524444436,27.124438017777756,0.9873447244444445,0.7584245288888904,29.14594105999999,0.75075,0.7721899999999999,LoadTestSession1,User1,User2,2023-03-01 09:21:18.367000+00:00
9,0.8094968937555549,0.9831347177777777,30.306084999999985,27.129695224444458,0.9873452199999998,0.7583351022222219,29.15256390222224,0.73675,0.7709375,LoadTestSession1,User1,User2,2023-03-01 09:21:35.367000+00:00
10,0.809130231244444,0.9831221733333345,30.288669944444433,27.113456235555542,0.987329077777778,0.7580962688888887,29.133370255555548,0.71925,0.7723,LoadTestSession1,User1,User2,2023-03-01 09:21:52.367000+00:00
11,0.8095000265999999,0.9831170155555556,30.288282815555572,27.11242114888887,0.9873186355555554,0.7582175533333333,29.1317492288889,0.7275,0.7776799999999999,LoadTestSession1,User1,User2,2023-03-01 09:22:09.367000+00:00
12,0.8106560192444442,0.9831753711111113,30.296972679999975,27.1197177822222,0.9873788933333336,0.7599858733333331,29.136237735555547,0.7446250000000001,0.7779,LoadTestSession1,User1,User2,2023-03-01 09:22:26.367000+00:00
13,0.8092811093777778,0.9831844399999986,30.33046920888888,27.157846400000007,0.987379697777777,0.7587495422222212,29.187222686666665,0.719875,0.77356,LoadTestSession1,User1,User2,2023-03-01 09:22:43.367000+00:00
14,0.8093294254666661,0.9831757266666663,30.326482853333353,27.15333550666665,0.9873615444444444,0.758497477777778,29.18461463111112,0.7517499999999999,0.7791475000000001,LoadTestSession1,User1,User2,2023-03-01 09:23:00.367000+00:00
