cut_index,vmaf,msssim,psnr,psnrhvs,ssim,vifp,psnrhvsm,pesq,visqol,session,userFrom,userTo,@timestamp
0,0.7559056195333327,0.9834698022222227,30.570586935555564,27.484375782222177,0.9867578244444445,0.7257206244444442,30.053657515555546,0.73725,0.7828124999999999,LoadTestSession1,User1,User2,2023-05-12 09:45:11.205000+00:00
1,0.8093380141999995,0.9831416844444444,30.303004344444435,27.125237086666672,0.9873555933333346,0.7588275000000001,29.144929248888896,0.7538749999999999,0.7810950000000001,LoadTestSession1,User1,User2,2023-05-12 09:45:28.205000+00:00
2,0.8086149842888889,0.9831329244444444,30.303180215555553,27.127436693333344,0.9873353400000001,0.7583747177777778,29.148885644444437,0.7306250000000001,0.7714749999999999,LoadTestSession1,User1,User2,2023-05-12 09:45:45.205000+00:00
3,0.8095745218222227,0.9831301755555553,30.291273928888916,27.115162571111117,0.9873329866666669,0.758320835555556,29.134575880000014,0.740875,0.7775274999999999,LoadTestSession1,User1,User2,2023-05-12 09:46:02.205000+00:00
4,0.8100856329777777,0.9831589333333336,30.330106886666673,27.156120144444458,0.9873645355555561,0.7584089999999998,29.188817379999996,0.7313750000000001,0.7743175,LoadTestSession1,User1,User2,2023-05-12 09:46:19.205000+00:00
5,0.8094973618666667,0.9831388422222225,30.29054971333331,27.11407123333329,0.9873508244444448,0.7586226399999999,29.132780297777778,0.727375,0.7786649999999999,LoadTestSession1,User1,User2,2023-05-12 09:46:36.205000+00:00
6,0.8140507333555553,0.9834460977777769,30.35154644888887,27.17413506222223,0.9875184422222223,0.7616026155555551,29.19132415333337,0.7384999999999999,0.78295,LoadTestSession1,User1,User2,2023-05-12 09:46:53.205000+00:00
7,0.8094461614444447,0.9831355022222225,30.298399991111143,27.12432619555555,0.987329266666667,0.7578510888888891,29.154187502222243,0.7495,0.7771725,LoadTestSession1,User1,User2,2023-05-12 09:47:10.205000+00:00
8,0.8094894998666673,0.9831514088888893,30.30774208222221,27.134764437777765,0.9873472133333335,0.758204491111111,29.163646708888887,0.7295,0.7783024999999999,LoadTestSession1,User1,User2,2023-05-12 09:47:27.205000+00:00
9,0.8089936880222232,0.9831414911111108,30.30350128222223,27.128085686666648,0.9873495688888888,0.7586258022222219,29.149799553333335,0.683125,0.770945,LoadTestSession1,User1,User2,2023-05-12 09:47:44.205000+00:00
