cut_index,vmaf,msssim,psnr,psnrhvs,ssim,vifp,psnrhvsm,pesq,visqol,session,userFrom,userTo,@timestamp
0,0.7348450441111115,0.9845732644444437,31.21470155777777,28.21728935999997,0.9870677333333324,0.7091354488888885,31.301206375555562,0.596,0.7538725,LoadTestSession1,User2,User3,2023-05-16 01:44:36.202000+00:00
1,0.7979623526222224,0.9787575933333331,31.423147975555548,28.307118151111126,0.984505828888888,0.7493551311111123,30.766176308888866,0.536375,0.749645,LoadTestSession1,User2,User3,2023-05-16 01:44:53.202000+00:00
2,0.8149849064888882,0.9855123822222229,32.2550834555556,29.175780068888873,0.9888260777777775,0.7639771488888885,31.800911733333365,0.37687499999999996,0.711215,LoadTestSession1,User2,User3,2023-05-16 01:45:10.202000+00:00
3,0.8183487933777776,0.9832316022222225,32.74796704666666,29.6954701622222,0.9874073888888885,0.7695198066666675,32.45675465333332,0.74925,0.61292,LoadTestSession1,User2,User3,2023-05-16 01:45:27.202000+00:00
4,0.7638084109333333,0.957080302222222,30.875883875555534,27.762344031111102,0.9725225066666674,0.7167339311111116,30.12717442000002,0.4573750000000001,0.5255175,LoadTestSession1,User2,User3,2023-05-16 01:45:44.202000+00:00
5,0.8103918432888888,0.983698555555555,31.42053488666667,28.313406426666678,0.9879032888888887,0.757408448888889,30.702249677777772,0.571,0.63903,LoadTestSession1,User2,User3,2023-05-16 01:46:01.202000+00:00
6,0.8161452274888894,0.9855340155555542,31.847566886666648,28.763765077777784,0.988868348888888,0.7621382866666665,31.279873255555533,0.662875,0.7241225,LoadTestSession1,User2,User3,2023-05-16 01:46:18.202000+00:00
7,0.8276783606222216,0.9873557488888887,32.73893101777776,29.663971973333325,0.9901867688888889,0.7753980733333337,32.365032479999975,0.67325,0.7690174999999999,LoadTestSession1,User2,User3,2023-05-16 01:46:35.202000+00:00
8,0.8288279961555561,0.9873045422222222,32.785844555555514,29.71345407111113,0.9901587466666667,0.7761217955555555,32.37636914888891,0.740375,0.784915,LoadTestSession1,User2,User3,2023-05-16 01:46:52.202000+00:00
9,0.8289480010444445,0.9872563622222227,32.73469629333333,29.65889213999999,0.9902191533333337,0.7763065177777777,32.30841324666667,0.7446250000000001,0.775765,LoadTestSession1,User2,User3,2023-05-16 01:47:09.202000+00:00
10,0.8266170909999999,0.9872719155555556,32.68886879777778,29.6140006577778,0.9901119933333334,0.7749612955555553,32.25016582888889,0.7378750000000001,0.7781199999999999,LoadTestSession1,User2,User3,2023-05-16 01:47:26.202000+00:00
11,0.8283134650444447,0.987527348888888,32.79187923777783,29.71050193111114,0.9903707866666664,0.7769646799999994,32.36519863777776,0.7546249999999999,0.7829550000000001,LoadTestSession1,User2,User3,2023-05-16 01:47:43.202000+00:00
12,0.824968509266666,0.9869683511111108,32.661969771111124,29.583062259999984,0.989956013333333,0.7735836266666662,32.23365435333333,0.6717500000000001,0.7620724999999999,LoadTestSession1,User2,User3,2023-05-16 01:48:00.202000+00:00
13,0.8266024041333341,0.9872920511111112,32.77221781555552,29.694178386666646,0.9902311866666667,0.7760155466666662,32.33757797111113,0.7649999999999999,0.78078,LoadTestSession1,User2,User3,2023-05-16 01:48:17.202000+00:00
14,0.8250487385555556,0.9872749866666667,32.673473319999985,29.601824737777783,0.990151168888888,0.7735111466666666,32.254891451111135,0.703875,0.7744225,LoadTestSession1,User2,User3,2023-05-16 01:48:34.202000+00:00
15,0.832533609333334,0.9878162955555556,32.80724831555556,29.733113822222204,0.9905329866666672,0.7799985888888886,32.35020304666668,0.74275,0.7769075000000001,LoadTestSession1,User2,User3,2023-05-16 01:48:51.202000+00:00
