cut_index,vmaf,msssim,psnr,psnrhvs,ssim,vifp,psnrhvsm,pesq,visqol,session,userFrom,userTo,@timestamp
0,0.6806461726888889,0.9773711088888887,30.027124042222194,27.00276668000002,0.982361786666666,0.6716021422222226,29.956873977777764,0.4453750000000001,0.6783,LoadTestSession1,User1,User6,2023-05-15 15:48:08.486000+00:00
1,0.8058521267555556,0.9829093133333334,31.91254677333332,28.822048297777798,0.9872362511111112,0.760290595555556,31.373249248888904,0.62425,0.719225,LoadTestSession1,User1,User6,2023-05-15 15:48:25.486000+00:00
2,0.8056823454666668,0.9811655888888888,32.05953600444444,28.973377702222223,0.9866132533333332,0.7560738977777773,31.557421988888905,0.5745,0.7005175,LoadTestSession1,User1,User6,2023-05-15 15:48:42.486000+00:00
3,0.8125527670000003,0.9779849822222222,32.30135181333335,29.220632364444434,0.9847445888888888,0.7617923644444445,31.834796786666665,0.617125,0.7363825,LoadTestSession1,User1,User6,2023-05-15 15:48:59.486000+00:00
4,0.8326868583111106,0.988369386666667,33.2418625,30.19486698666667,0.9909439777777775,0.7803855599999999,32.99517908444444,0.63275,0.744615,LoadTestSession1,User1,User6,2023-05-15 15:49:16.486000+00:00
5,0.829507766977777,0.9877030955555562,33.05615228888888,29.99677349333334,0.9905798800000009,0.777740102222222,32.74755176,0.710125,0.7649250000000001,LoadTestSession1,User1,User6,2023-05-15 15:49:33.486000+00:00
6,0.8220532030222221,0.9860571755555552,32.720932571111106,29.65643577777775,0.9893441133333334,0.7710254444444449,32.35199796888892,0.707125,0.7619100000000001,LoadTestSession1,User1,User6,2023-05-15 15:49:50.486000+00:00
7,0.8033413953777777,0.9831582444444446,31.91252239333334,28.835828562222215,0.9871034355555547,0.7541890511111109,31.450389544444448,0.36850000000000005,0.6652425,LoadTestSession1,User1,User6,2023-05-15 15:50:07.486000+00:00
8,0.826107704777778,0.9869679711111103,32.826987477777784,29.75441016888891,0.9901143244444452,0.7757386488888892,32.465207035555544,0.48550000000000004,0.72507,LoadTestSession1,User1,User6,2023-05-15 15:50:24.486000+00:00
9,0.818267478466667,0.985296731111111,32.46620850222222,29.379218180000006,0.9889313333333332,0.7676658022222217,32.03610804888888,0.64925,0.73555,LoadTestSession1,User1,User6,2023-05-15 15:50:41.486000+00:00
10,0.7717796633111109,0.9703830177777776,30.741889642222237,27.634136757777757,0.9795082977777785,0.7261538399999998,30.029745811111102,0.419875,0.7253475,LoadTestSession1,User1,User6,2023-05-15 15:50:58.486000+00:00
