cut_index,vmaf,msssim,psnr,psnrhvs,ssim,vifp,psnrhvsm,pesq,visqol,session,userFrom,userTo,@timestamp
0,0.7897174221555561,0.9819315466666672,30.050712728888904,26.928976768888905,0.9857913444444446,0.7210843688888888,29.090792966666672,0.664625,0.8822274999999999,LoadTestSession1,User1,User2,2023-08-02 09:41:36.140000+00:00
1,0.8071353704666666,0.9829816844444441,30.269686166666673,27.105438808888888,0.9871264155555562,0.7519893911111112,29.14826414666671,0.5975,0.8808400000000001,LoadTestSession1,User1,User2,2023-08-02 09:41:53.140000+00:00
2,0.7886023459555552,0.980507564444446,29.967918704444447,26.811580057777775,0.985261531111111,0.7369454711111112,28.874000226666652,0.4902500000000001,0.7325825,LoadTestSession1,User1,User2,2023-08-02 09:42:10.140000+00:00
3,0.7731808502666663,0.9647427666666665,29.63598836444446,26.487604886666674,0.9765817955555557,0.7178693044444442,28.566311948888874,0.2951250000000001,0.6715425,LoadTestSession1,User1,User2,2023-08-02 09:42:27.140000+00:00
4,0.8007791648222228,0.9826236955555554,30.217249424444447,27.07015906888891,0.9866826755555562,0.739114106666667,29.17315400666668,0.6345000000000001,0.7896749999999999,LoadTestSession1,User1,User2,2023-08-02 09:42:44.140000+00:00
5,0.7900890701333332,0.9791302399999999,29.851689728888903,26.71174675777778,0.9841697577777782,0.7349743933333337,28.80144245555555,0.30674999999999997,0.6836325,LoadTestSession1,User1,User2,2023-08-02 09:43:01.140000+00:00
0,0.8236676084888892,0.9884097266666673,33.1848111311111,30.250347422222216,0.9903331177777779,0.7516871666666659,33.46308836444445,0.685875,0.89703,LoadTestSession1,User1,User3,2023-08-02 09:41:36.322000+00:00
1,0.7691338208888893,0.9802698822222217,30.022408988888895,26.95007848222222,0.9842452177777783,0.6970131777777773,29.338632660000016,0.553125,0.82375,LoadTestSession1,User1,User3,2023-08-02 09:41:53.322000+00:00
2,0.7908110695111119,0.9820622022222235,30.102497499999995,26.982882193333353,0.9859339577777784,0.7226649888888895,29.152404799999996,0.6595,0.8660924999999999,LoadTestSession1,User1,User3,2023-08-02 09:42:10.322000+00:00
3,0.8004987242666668,0.9816998444444447,30.111705328888917,26.957980744444463,0.9860738244444448,0.7420491266666662,29.03814252666668,0.1835,0.7924875,LoadTestSession1,User1,User3,2023-08-02 09:42:27.322000+00:00
4,0.7231841036666674,0.9493053155555563,28.791782168888908,25.677076831111123,0.9647816866666671,0.6624241222222227,27.856326215555576,0.39637500000000003,0.675365,LoadTestSession1,User1,User3,2023-08-02 09:42:44.322000+00:00
0,0.8160247455777782,0.9860355644444447,31.48663696444445,28.422535313333324,0.9889509177777767,0.7552508533333333,30.946928159999995,0.6577500000000001,0.8886475,LoadTestSession1,User1,User4,2023-08-02 09:41:36.311000+00:00
1,0.7710322159111114,0.9692391488888885,29.517376942222217,26.347432257777776,0.9779860666666659,0.7154417355555555,28.382899179999985,0.44662500000000005,0.708955,LoadTestSession1,User1,User4,2023-08-02 09:41:53.311000+00:00
2,0.747403669288889,0.9605190733333341,29.145122986666646,25.999451277777776,0.9735660400000007,0.6939471733333339,28.125534324444438,0.28775000000000006,0.6815175,LoadTestSession1,User1,User4,2023-08-02 09:42:10.311000+00:00
3,0.776823501822222,0.9781151244444442,29.74857277555557,26.60118269777779,0.9834613444444456,0.7216121466666668,28.711802688888888,0.34987499999999994,0.6712475,LoadTestSession1,User1,User4,2023-08-02 09:42:27.311000+00:00
4,0.7710563551777778,0.976798597777777,29.656759900000008,26.54313097111109,0.9824242088888897,0.7076180488888891,28.782453406666672,0.39225,0.668625,LoadTestSession1,User1,User4,2023-08-02 09:42:44.311000+00:00
0,0.7936841569111118,0.9821971555555558,30.11263932444444,26.98545682666668,0.9860527288888893,0.7270000755555557,29.13429880444446,0.69325,0.891745,LoadTestSession1,User1,User5,2023-08-02 09:41:36.138000+00:00
1,0.792376334422222,0.9807216488888888,29.98321585555556,26.821663662222214,0.9853417555555557,0.7352255688888887,28.882799675555532,0.563375,0.744105,LoadTestSession1,User1,User5,2023-08-02 09:41:53.138000+00:00
2,0.7617882642444442,0.955736024444444,29.136177175555563,25.956879202222243,0.9723541466666665,0.7047316666666664,27.91770291111111,0.287875,0.69819,LoadTestSession1,User1,User5,2023-08-02 09:42:10.138000+00:00
3,0.7945152280000003,0.9795860399999999,30.002777744444423,26.850570995555564,0.9848648555555549,0.7379974755555562,28.943808399999973,0.444125,0.72181,LoadTestSession1,User1,User5,2023-08-02 09:42:27.138000+00:00
4,0.7838213339555553,0.9766474911111106,29.759498942222237,26.604769237777774,0.9827305311111112,0.731837317777779,28.68407954888888,0.31074999999999997,0.7072375,LoadTestSession1,User1,User5,2023-08-02 09:42:44.138000+00:00
0,0.8010887834888889,0.9826250911111111,30.794854253333327,27.686637391111105,0.9866494577777779,0.7401711266666672,29.975440042222232,0.5880000000000001,0.8590724999999999,LoadTestSession1,User1,User6,2023-08-02 09:41:41.739000+00:00
1,0.7688688333555558,0.9748593066666662,30.582981151111113,27.492240291111123,0.981258871111111,0.7148681088888883,29.93532090222223,0.45199999999999996,0.77247,LoadTestSession1,User1,User6,2023-08-02 09:41:58.739000+00:00
2,0.7436125289777777,0.9595782688888885,29.71016188444447,26.602213593333346,0.972276973333334,0.6953186022222221,28.88840556222221,0.29762500000000003,0.687825,LoadTestSession1,User1,User6,2023-08-02 09:42:15.739000+00:00
3,0.746030354511111,0.9669751888888887,29.789581760000004,26.67163319111113,0.9760852133333333,0.7017947288888888,28.97088737111112,0.2945,0.695595,LoadTestSession1,User1,User6,2023-08-02 09:42:32.739000+00:00
4,0.6725750091777778,0.9412750711111108,28.13375158444448,25.012573686666702,0.9610097311111109,0.6427194955555556,27.199049168888887,0.40775000000000006,0.5902775,LoadTestSession1,User1,User6,2023-08-02 09:42:49.739000+00:00
0,0.816316610755556,0.9879344933333329,33.03954890000003,30.12277254666667,0.9898717600000001,0.7412395711111109,33.39518185111109,0.7417499999999999,0.9056275,LoadTestSession1,User1,User7,2023-08-02 09:41:36.422000+00:00
1,0.8244765979777781,0.9874036311111114,31.98817431555556,28.941003864444447,0.9899033777777779,0.7646416622222221,31.571812722222194,0.650375,0.8767324999999999,LoadTestSession1,User1,User7,2023-08-02 09:41:53.422000+00:00
2,0.8059253582666663,0.982960275555556,30.281471708888894,27.11884459555554,0.9871343400000003,0.7506802311111107,29.18118419111112,0.5627500000000001,0.7915224999999999,LoadTestSession1,User1,User7,2023-08-02 09:42:10.422000+00:00
3,0.789568742266667,0.9735702622222231,29.85538160666668,26.702301291111123,0.9807997755555553,0.7289275911111117,28.773000615555517,0.3318749999999999,0.72554,LoadTestSession1,User1,User7,2023-08-02 09:42:27.422000+00:00
4,0.7670819718888886,0.9678725199999997,29.390602046666668,26.248059195555527,0.9769154466666664,0.7064617044444444,28.362777153333333,0.39012500000000006,0.6932725,LoadTestSession1,User1,User7,2023-08-02 09:42:44.422000+00:00
