@timestamp,user_id,audio_bytesSent,audio_packetsSent,audio_nackCount,video_bytesSent,video_packetsSent,video_framesEncoded,video_nackCount,video_firCount,video_pliCount,video_qpSum
2023-07-24 11:10:48.361000+00:00,User5,121233,753,0,654175,762,498,0,60,0,32100
2023-07-24 11:10:48.453000+00:00,User5,122060,758,0,696424,832,512,0,36,0,34377
2023-07-24 11:10:48.482000+00:00,User3,122207,759,0,643766,714,384,0,56,0,25701
2023-07-24 11:10:48.665000+00:00,User4,123487,767,0,685124,758,369,0,68,0,22776
2023-07-24 11:10:48.901000+00:00,User3,124120,770,0,657492,800,524,0,40,0,35475
2023-07-24 11:10:48.913000+00:00,User8,123947,769,0,728194,836,501,0,48,0,31818
2023-07-24 11:10:49.009000+00:00,User2,123740,768,0,1155211,1211,499,0,68,0,25839
2023-07-24 11:10:50.778000+00:00,User1,140714,874,0,874803,997,574,0,16,0,32852
2023-07-24 11:10:50.830000+00:00,User1,141222,877,0,661258,698,353,0,28,0,25075
2023-07-24 11:10:51.126000+00:00,User2,143612,892,0,654758,702,349,0,44,0,25203
2023-07-24 11:10:51.170000+00:00,User6,143934,894,0,801008,950,584,0,24,0,35563
2023-07-24 11:10:51.210000+00:00,User4,144256,896,0,766679,897,594,0,44,0,43047
2023-07-24 11:10:51.312000+00:00,User7,145022,900,0,819694,972,593,0,56,0,38576
2023-07-24 11:10:51.362000+00:00,User5,145382,902,0,779790,922,582,0,60,0,35985
2023-07-24 11:10:51.454000+00:00,User5,146187,907,0,804434,959,602,0,44,0,40786
2023-07-24 11:10:51.483000+00:00,User3,146509,909,0,740953,823,429,0,56,0,27396
2023-07-24 11:10:51.665000+00:00,User4,147958,918,0,783354,861,414,0,68,0,24497
2023-07-24 11:10:51.776000+00:00,User2,9981,61,0,50037,53,35,0,4,0,3710
2023-07-24 11:10:51.784000+00:00,User3,9498,58,0,43816,52,33,0,4,0,3299
2023-07-24 11:10:51.900000+00:00,User3,148441,921,0,750918,910,614,0,48,0,42742
2023-07-24 11:10:51.910000+00:00,User8,148119,919,0,824522,949,590,0,48,0,37089
2023-07-24 11:10:52.009000+00:00,User2,148119,919,0,1264506,1342,589,0,68,0,30384
2023-07-24 11:10:52.552000+00:00,User7,10941,67,0,45646,54,39,0,20,0,3004
2023-07-24 11:10:53.781000+00:00,User1,164380,1020,0,1075010,1210,659,0,16,0,34948
2023-07-24 11:10:53.834000+00:00,User1,165469,1027,0,751556,795,398,0,36,0,27246
2023-07-24 11:10:54.128000+00:00,User2,167923,1043,0,732078,793,393,0,44,0,27781
2023-07-24 11:10:54.171000+00:00,User6,167923,1043,0,957152,1123,672,0,24,0,38589
2023-07-24 11:10:54.210000+00:00,User4,168406,1046,0,855783,1003,684,0,44,0,49140
2023-07-24 11:10:54.313000+00:00,User7,169050,1050,0,981073,1150,680,0,56,0,41361
2023-07-24 11:10:54.354000+00:00,User6,16099,99,0,86618,95,60,0,24,0,5806
2023-07-24 11:10:54.362000+00:00,User5,169372,1052,0,911805,1074,665,0,60,0,39168
2023-07-24 11:10:54.453000+00:00,User5,170338,1058,0,897920,1064,691,0,48,0,46589
2023-07-24 11:10:54.483000+00:00,User3,170499,1059,0,822430,912,473,0,56,0,29467
2023-07-24 11:10:54.659000+00:00,User7,16723,103,0,85984,97,60,0,12,0,6337
2023-07-24 11:10:54.665000+00:00,User4,172109,1069,0,866903,954,458,0,68,0,26621
2023-07-24 11:10:54.776000+00:00,User2,17226,106,0,114262,124,93,0,4,0,9395
2023-07-24 11:10:54.784000+00:00,User3,16582,102,0,133864,154,122,0,4,0,9607
2023-07-24 11:10:54.898000+00:00,User4,14972,92,0,104235,125,65,0,8,0,4317
2023-07-24 11:10:54.903000+00:00,User3,172431,1071,0,844312,1018,703,0,52,0,48897
2023-07-24 11:10:54.913000+00:00,User8,172109,1069,0,927537,1074,677,0,48,0,41929
2023-07-24 11:10:54.956000+00:00,User8,14329,89,0,58156,66,52,0,4,0,4933
2023-07-24 11:10:55.011000+00:00,User2,171787,1067,0,1385185,1490,675,0,68,0,34480
2023-07-24 11:10:55.294000+00:00,User1,15390,99,0,160782,172,72,0,8,0,3591
2023-07-24 11:10:55.551000+00:00,User7,17549,109,0,140572,165,128,0,20,0,9310
2023-07-24 11:10:55.716000+00:00,User8,9665,61,0,93380,105,70,0,16,0,6717
2023-07-24 11:10:57.658000+00:00,User7,23184,144,0,148411,160,81,0,44,0,8513
2023-07-24 11:10:57.668000+00:00,User4,196100,1218,0,976472,1067,504,0,68,0,29007
2023-07-24 11:10:57.777000+00:00,User2,40894,254,0,207906,227,138,0,4,0,12289
2023-07-24 11:10:57.784000+00:00,User3,40250,250,0,239307,284,212,0,4,0,16618
2023-07-24 11:11:03.127000+00:00,User2,240420,1493,0,1054769,1132,529,0,44,0,33872
2023-07-24 11:11:03.171000+00:00,User6,240409,1493,0,1796824,1967,942,0,24,0,45389
2023-07-24 11:11:03.210000+00:00,User4,240904,1496,0,1164622,1370,954,0,52,0,68187
2023-07-24 11:11:03.312000+00:00,User7,241666,1501,0,1804747,1987,951,0,56,0,48200
2023-07-24 11:11:03.355000+00:00,User6,71749,445,0,344848,374,196,0,28,0,14645
2023-07-24 11:11:03.362000+00:00,User5,242009,1503,0,1594923,1782,934,0,60,0,47499
2023-07-24 11:11:03.453000+00:00,User5,242648,1507,0,1195419,1420,961,0,48,0,65697
2023-07-24 11:11:03.483000+00:00,User3,242823,1508,0,1179555,1277,608,0,56,0,34894
2023-07-24 11:11:15.454000+00:00,User5,339388,2108,0,1780428,2095,1320,0,48,0,82160
2023-07-24 11:11:15.482000+00:00,User3,339710,2110,0,2076979,2131,787,0,56,0,37860
2023-07-24 11:11:15.664000+00:00,User4,340998,2118,0,2111101,2171,773,0,68,0,35323
2023-07-24 11:11:15.662000+00:00,User7,168084,1044,0,774228,824,348,0,44,0,20049
2023-07-24 11:11:15.776000+00:00,User2,185633,1153,0,1141199,1150,408,0,4,0,20084
2023-07-24 11:11:15.787000+00:00,User3,185311,1151,0,1477272,1603,751,0,4,0,35055
2023-07-24 11:11:15.901000+00:00,User4,169533,1053,0,775557,872,445,0,52,0,29832
2023-07-24 11:11:15.906000+00:00,User3,341320,2120,0,2071707,2360,1332,0,52,0,76284
