@timestamp,user_id,audio_bytesSent,audio_packetsSent,audio_nackCount,video_bytesSent,video_packetsSent,video_framesEncoded,video_nackCount,video_firCount,video_pliCount,video_qpSum
2023-08-02 08:37:28.406000+00:00,User1,117060,727,0,1155332,1203,493,0,12,0,21599
2023-08-02 08:37:28.436000+00:00,User2,117248,728,0,649890,768,493,0,12,0,31322
2023-08-02 08:37:28.454000+00:00,User4,117549,730,0,708833,800,495,0,16,0,32691
2023-08-02 08:37:28.635000+00:00,User3,119066,739,0,1136954,1185,501,0,16,0,22176
2023-08-02 08:37:28.637000+00:00,User3,118662,737,0,682882,792,499,0,16,0,33349
2023-08-02 08:37:28.695000+00:00,User2,119004,739,0,652162,785,501,0,20,0,31262
2023-08-02 08:37:29.110000+00:00,User2,153272,952,0,585171,637,303,0,8,0,18071
2023-08-02 08:37:29.174000+00:00,User5,155381,965,0,593942,658,315,0,4,0,18374
2023-08-02 08:37:30.154000+00:00,User3,55863,346,0,171856,198,120,0,32,0,10726
2023-08-02 08:37:30.322000+00:00,User5,56784,352,0,180982,207,134,0,24,0,12279
2023-08-02 08:37:30.330000+00:00,User1,56542,351,0,211853,237,134,0,4,0,10153
2023-08-02 08:37:30.746000+00:00,User5,39937,248,0,176400,206,133,0,4,0,10991
2023-08-02 08:37:30.980000+00:00,User3,137816,856,0,826861,952,570,0,8,0,31431
2023-08-02 08:37:30.985000+00:00,User5,137816,856,0,832114,969,570,0,12,0,31604
2023-08-02 08:37:31.111000+00:00,User1,138943,863,0,796215,925,576,0,20,0,37270
2023-08-02 08:37:31.287000+00:00,User1,80016,496,0,774235,797,287,0,40,0,13096
2023-08-02 08:37:31.351000+00:00,User1,140874,874,0,945566,1066,582,0,16,0,29703
2023-08-02 08:37:31.373000+00:00,User4,141196,876,0,1179836,1288,582,0,12,0,24625
2023-08-02 08:37:31.405000+00:00,User1,141357,877,0,1291535,1366,583,0,20,0,26648
2023-08-02 08:37:31.437000+00:00,User2,141518,878,0,835356,964,582,0,12,0,34020
2023-08-02 08:37:31.455000+00:00,User4,141679,879,0,895641,997,584,0,16,0,35315
2023-08-02 08:37:31.634000+00:00,User3,143128,888,0,1262063,1338,591,0,16,0,26284
2023-08-02 08:37:31.635000+00:00,User3,142806,886,0,855498,982,590,0,16,0,36185
2023-08-02 08:37:31.695000+00:00,User2,143450,890,0,829228,974,591,0,28,0,34674
2023-08-02 08:37:32.116000+00:00,User2,177582,1102,0,723530,777,348,0,8,0,19039
2023-08-02 08:37:32.175000+00:00,User5,179675,1115,0,737768,801,359,0,4,0,19232
2023-08-02 08:37:33.056000+00:00,User2,9166,56,0,36019,43,33,0,4,0,2845
2023-08-02 08:37:33.158000+00:00,User3,80177,497,0,251734,287,165,0,32,0,13165
2023-08-02 08:37:33.268000+00:00,User1,9338,58,0,47345,53,33,0,8,0,2995
2023-08-02 08:37:33.326000+00:00,User5,80778,501,0,260095,295,178,0,24,0,14630
2023-08-02 08:37:33.347000+00:00,User1,80938,502,0,340521,364,178,0,4,0,11204
2023-08-02 08:37:33.747000+00:00,User5,64113,398,0,269291,308,177,0,12,0,13223
2023-08-02 08:37:33.980000+00:00,User3,162127,1007,0,1039774,1177,659,0,8,0,33679
2023-08-02 08:37:33.985000+00:00,User5,162032,1006,0,1045833,1197,659,0,12,0,33852
2023-08-02 08:37:34.110000+00:00,User1,162932,1012,0,988035,1129,665,0,20,0,39717
2023-08-02 08:37:34.287000+00:00,User1,104006,646,0,848371,885,362,0,40,0,20920
2023-08-02 08:37:34.351000+00:00,User1,165025,1025,0,1177259,1303,670,0,16,0,31786
2023-08-02 08:37:34.371000+00:00,User4,165025,1025,0,1509831,1612,671,0,12,0,26005
2023-08-02 08:37:34.406000+00:00,User1,165186,1026,0,1383982,1468,672,0,20,0,31999
