@timestamp,user_id,audio_bytesReceived,audio_packetsReceived,audio_packetsLost,audio_jitter,video_bytesReceived,video_packetsReceived,video_packetsLost,video_jitter,video_framesDecoded,video_nackCount,video_firCount,video_pliCount
2023-07-26 09:14:20.802000+00:00,User1,141820,881,0,0.01,776138,902,0,0.007511111111111111,518,0,0,0
2023-07-26 09:14:20.827000+00:00,User4,141502,879,0,0.008,705254,830,0,0.004711111111111111,517,0,0,0
2023-07-26 09:14:20.829000+00:00,User1,141653,880,0,0.01,776138,902,0,0.007677777777777778,518,0,0,0
2023-07-26 09:14:20.858000+00:00,User1,165476,1028,0,0.01,652753,702,0,0.013344444444444445,343,0,0,0
2023-07-26 09:14:20.852000+00:00,User3,165467,1028,0,0.009,882781,1021,0,0.0061333333333333335,612,0,0,0
2023-07-26 09:14:20.883000+00:00,User4,165773,1030,0,0.009,665920,711,0,0.014366666666666666,303,0,0,0
2023-07-26 09:14:20.964000+00:00,User2,165775,1030,0,0.011,708902,746,0,0.009866666666666666,304,0,0,0
2023-07-26 09:14:21.156000+00:00,User4,16521,102,0,0.007,67093,76,0,0.005966666666666667,59,0,0,0
2023-07-26 09:14:21.140000+00:00,User2,165759,1029,0,0.011,704417,741,0,0.009211111111111111,302,0,0,0
2023-07-26 09:14:21.157000+00:00,User4,16521,102,0,0.007,67093,76,0,0.005611111111111111,59,0,0,0
2023-07-26 09:14:21.150000+00:00,User3,45181,280,0,0.008,189757,202,0,0.012722222222222222,82,0,0,0
2023-07-26 09:14:21.152000+00:00,User4,141518,879,0,0.008,700921,827,0,0.005066666666666666,518,0,0,0
2023-07-26 09:14:21.265000+00:00,User3,45228,280,0,0.008,166312,180,0,0.012622222222222222,78,0,0,0
2023-07-26 09:14:21.362000+00:00,User2,45290,281,0,0.009,182270,199,0,0.0101,82,0,0,0
2023-07-26 09:14:21.425000+00:00,User2,45248,281,0,0.009,185235,203,0,0.009333333333333334,82,0,0,0
2023-07-26 09:14:21.543000+00:00,User1,45401,281,0,0.009,189621,199,0,0.006411111111111111,82,0,0,0
2023-07-26 09:14:21.665000+00:00,User4,167762,1042,0,0.009,852374,990,0,0.0057,616,0,0,0
2023-07-26 09:14:21.678000+00:00,User2,168406,1046,0,0.011,856972,1002,0,0.0059,622,0,0,0
2023-07-26 09:14:21.705000+00:00,User1,45168,280,0,0.009,172233,183,0,0.0113,78,0,0,0
2023-07-26 09:14:21.703000+00:00,User1,165508,1028,0,0.009,638311,688,0,0.0088,329,0,0,0
2023-07-26 09:14:21.792000+00:00,User5,165824,1030,0,0.014,655967,709,0,0.010644444444444444,317,0,0,0
2023-07-26 09:14:21.821000+00:00,User3,165830,1030,0,0.01,912582,1049,0,0.0069,611,0,0,0
2023-07-26 09:14:21.917000+00:00,User4,17016,106,0,0.01,97022,106,0,0.0051444444444444445,79,0,0,0
2023-07-26 09:14:21.930000+00:00,User2,166635,1035,0,0.012,836103,982,0,0.007833333333333333,616,0,0,0
2023-07-26 09:14:21.967000+00:00,User1,166002,1031,0,0.009,932138,1073,0,0.007155555555555556,614,0,0,0
2023-07-26 09:14:22+00:00,User1,166012,1031,0,0.009,631595,680,0,0.008766666666666667,324,0,0,0
2023-07-26 09:14:22.007000+00:00,User2,174686,1086,0,0.009,810475,854,0,0.007155555555555556,355,0,0,0
2023-07-26 09:14:22.038000+00:00,User3,165991,1031,0,0.01,903544,1040,0,0.005433333333333333,607,0,0,0
2023-07-26 09:14:22.077000+00:00,User4,15728,98,0,0.008,101190,111,0,0.004333333333333333,84,0,0,0
2023-07-26 09:14:22.094000+00:00,User3,175330,1090,0,0.009,948148,971,0,0.00878888888888889,373,0,0,0
2023-07-26 09:14:22.102000+00:00,User4,175491,1091,0,0.01,784073,835,0,0.008311111111111111,370,0,0,0
2023-07-26 09:14:22.104000+00:00,User4,15406,96,0,0.008,102312,112,0,0.0047888888888888885,84,0,0,0
2023-07-26 09:14:22.123000+00:00,User3,175491,1091,0,0.009,948148,971,0,0.0083,374,0,0,0
2023-07-26 09:14:22.152000+00:00,User1,175785,1092,0,0.009,833318,875,0,0.008766666666666667,371,0,0,0
2023-07-26 09:14:22.197000+00:00,User3,176135,1095,0,0.009,953015,976,0,0.007822222222222222,374,0,0,0
2023-07-26 09:14:22.257000+00:00,User3,176458,1097,0,0.009,785401,829,0,0.008122222222222222,359,0,0,0
2023-07-26 09:14:22.286000+00:00,User3,176779,1099,0,0.009,812108,859,0,0.007633333333333333,378,0,0,0
2023-07-26 09:14:22.283000+00:00,User5,168102,1044,0,0.013,654665,706,0,0.009044444444444445,312,0,0,0
2023-07-26 09:14:22.355000+00:00,User1,7356,45,0,0.008,70033,75,0,0.020044444444444445,39,0,0,0
2023-07-26 09:14:22.568000+00:00,User5,18676,116,0,0.059,148753,175,0,0.004177777777777778,122,0,0,0
2023-07-26 09:14:22.628000+00:00,User1,6021,37,0,0.007,60647,63,0,0.019444444444444445,31,0,0,0
2023-07-26 09:14:22.668000+00:00,User5,19481,121,0,0.046,152120,178,0,0.004633333333333333,125,0,0,0
2023-07-26 09:14:22.684000+00:00,User1,180160,1120,0,0.009,780059,841,0,0.007677777777777778,415,0,0,0
2023-07-26 09:14:22.717000+00:00,User4,18836,116,0,0.007,150466,175,0,0.0036666666666666666,127,0,0,0
2023-07-26 09:14:22.723000+00:00,User3,180321,1121,0,0.01,958962,977,0,0.008144444444444444,356,0,0,0
2023-07-26 09:14:22.792000+00:00,User5,181185,1126,0,0.012,1261808,1228,0,0.007788888888888889,367,0,0,0
2023-07-26 09:14:22.805000+00:00,User5,20608,128,0,0.036,156639,183,0,0.004977777777777778,128,0,0,0
2023-07-26 09:14:22.796000+00:00,User5,181185,1126,0,0.012,1242563,1206,0,0.007944444444444445,354,0,0,0
2023-07-26 09:14:22.943000+00:00,User2,161162,1002,0,0.009,848207,993,0,0.007855555555555555,596,0,0,0
2023-07-26 09:14:22.946000+00:00,User4,5746,36,0,0.007,89941,99,0,0.006211111111111111,76,0,0,0
2023-07-26 09:14:23.065000+00:00,User2,183219,1139,0,0.01,814979,870,0,0.009066666666666667,357,0,0,0
2023-07-26 09:14:23.209000+00:00,User1,3060,20,0,0.005,43178,44,0,0.009344444444444445,24,0,0,0
2023-07-26 09:14:23.222000+00:00,User5,24150,150,0,0.019,169426,197,0,0.0051,141,0,0,0
2023-07-26 09:14:23.219000+00:00,User2,4505,28,0,0.007,84965,95,0,0.0027444444444444443,76,0,0,0
2023-07-26 09:14:23.225000+00:00,User2,184346,1146,0,0.011,859007,898,0,0.006644444444444444,354,0,0,0
2023-07-26 09:14:23.270000+00:00,User4,184829,1149,0,0.009,814084,862,0,0.008033333333333333,359,0,0,0
2023-07-26 09:14:23.295000+00:00,User5,184829,1149,0,0.012,764588,823,0,0.009722222222222222,374,0,0,0
2023-07-26 09:14:23.299000+00:00,User5,184829,1149,0,0.012,795804,855,0,0.009322222222222223,390,0,0,0
2023-07-26 09:14:23.418000+00:00,User1,185634,1154,0,0.009,823869,865,0,0.006544444444444445,352,0,0,0
2023-07-26 09:14:29.850000+00:00,User3,237958,1478,0,0.016,1866048,1985,0,0.0145,883,0,0,0
2023-07-26 09:14:29.729000+00:00,User3,21080,130,0,0.008,42957,47,0,0.005066666666666666,32,0,0,0
2023-07-26 09:14:29.803000+00:00,User1,214251,1331,0,0.016,1754392,1856,0,0.013511111111111111,788,0,0,0
2023-07-26 09:14:43.102000+00:00,User4,344702,2142,0,0.012,2854740,2807,0,0.006588888888888889,806,0,0,0
2023-07-26 09:14:43.123000+00:00,User3,339554,2111,0,0.011,3713894,3535,0,0.03464444444444444,833,0,0,0
2023-07-26 09:14:43.140000+00:00,User1,163416,1016,0,0.012,844407,863,0,0.011577777777777777,308,0,0,0
