@timestamp,user_id,audio_bytesReceived,audio_packetsReceived,audio_packetsLost,audio_jitter,video_bytesReceived,video_packetsReceived,video_packetsLost,video_jitter,video_framesDecoded,video_nackCount,video_firCount,video_pliCount
2023-08-02 09:50:08.514000+00:00,User6,9194,57,0,0.01,44822,49,0,0.006544444444444445,30,0,0,0
2023-08-02 09:50:08.578000+00:00,User6,9561,59,0,0.01,46612,51,0,0.0058111111111111115,32,0,0,0
2023-08-02 09:50:08.646000+00:00,User6,10143,63,0,0.011,47974,53,0,0.005922222222222222,34,0,0,0
2023-08-02 09:50:08.652000+00:00,User6,10143,63,0,0.011,47974,53,0,0.0058,34,0,0,0
2023-08-02 09:50:08.658000+00:00,User6,10143,63,0,0.011,47974,53,0,0.005566666666666667,34,0,0,0
2023-08-02 09:50:08.922000+00:00,User5,40280,250,0,0.011,243786,289,0,0.0074,209,0,0,0
2023-08-02 09:50:08.934000+00:00,User5,40280,250,0,0.01,243786,289,0,0.006977777777777778,207,0,0,0
2023-08-02 09:50:08.935000+00:00,User5,40280,250,0,0.01,243786,289,0,0.0071333333333333335,210,0,0,0
2023-08-02 09:50:08.949000+00:00,User5,40657,252,0,0.011,244786,290,0,0.006977777777777778,211,0,0,0
2023-08-02 09:50:09.075000+00:00,User3,44792,278,0,0.009,196515,226,0,0.008444444444444444,162,0,0,0
2023-08-02 09:50:09.141000+00:00,User3,111658,693,0,0.009,541673,624,0,0.008477777777777779,475,0,0,0
2023-08-02 09:50:09.150000+00:00,User3,111658,693,0,0.009,541673,624,0,0.008055555555555555,474,0,0,0
2023-08-02 09:50:09.157000+00:00,User4,44922,279,0,0.011,179429,197,0,0.018233333333333334,81,0,0,0
2023-08-02 09:50:09.251000+00:00,User2,44436,276,0,0.014,197238,230,0,0.010811111111111112,165,0,0,0
2023-08-02 09:50:09.329000+00:00,User1,140402,872,0,0.009,668210,777,0,0.01398888888888889,569,0,0,0
2023-08-02 09:50:09.361000+00:00,User2,138155,858,0,0.013,657087,764,0,0.010744444444444444,570,0,0,0
2023-08-02 09:50:09.376000+00:00,User3,96231,598,0,0.009,398582,463,0,0.007488888888888889,352,0,0,0
