cut_index,vmaf,msssim,psnr,psnrhvs,ssim,vifp,psnrhvsm,pesq,visqol,session,userFrom,userTo,@timestamp
0,0.7955964246666669,0.9829886133333338,30.3011261511111,27.1846484511111,0.9865530666666671,0.7284773999999998,29.395589200000007,0.6916249999999999,0.88836,LoadTestSession1,User1,User2,2023-07-24 11:10:49.029000+00:00
1,0.8093429971555556,0.9831701244444446,30.40696432888889,27.24520017777779,0.9873065400000004,0.754796566666667,29.317529302222223,0.669,0.87974,LoadTestSession1,User1,User2,2023-07-24 11:11:06.029000+00:00
2,0.7955107867999992,0.9811094488888887,30.305001295555556,27.173726533333333,0.9856290111111108,0.7397433911111109,29.382469115555544,0.35887500000000006,0.7609824999999999,LoadTestSession1,User1,User2,2023-07-24 11:11:23.029000+00:00
3,0.7362724218666665,0.9420493866666666,28.79283079333334,25.67869900444445,0.9612501177777787,0.6620763044444449,27.865949486666693,0.473,0.7307375,LoadTestSession1,User1,User2,2023-07-24 11:11:40.029000+00:00
4,0.7965124124222218,0.9823277555555546,30.162881939999995,27.029044299999995,0.9862756244444444,0.7326951266666661,29.165612093333312,0.631125,0.7935574999999999,LoadTestSession1,User1,User2,2023-07-24 11:11:57.029000+00:00
0,0.8030873885333341,0.9860234577777772,31.979624655555554,29.008426499999988,0.9884734533333338,0.730086257777778,31.971333993333314,0.6925,0.8877225,LoadTestSession1,User1,User3,2023-07-24 11:10:48.682000+00:00
1,0.8148294220666672,0.9855609822222219,31.32436737111114,28.234124926666656,0.9887109800000001,0.7570672955555551,30.67284033333335,0.682375,0.8904799999999999,LoadTestSession1,User1,User3,2023-07-24 11:11:05.682000+00:00
2,0.8109962458444442,0.9834799999999997,30.482282771111098,27.318315655555537,0.9875532977777778,0.7585184488888903,29.405878131111102,0.4525,0.8369475,LoadTestSession1,User1,User3,2023-07-24 11:11:22.682000+00:00
3,0.7800567423333336,0.970034706666666,29.82918114444443,26.693254497777772,0.9793753199999998,0.7132300666666662,28.82135319555555,0.48250000000000004,0.7357475,LoadTestSession1,User1,User3,2023-07-24 11:11:39.682000+00:00
4,0.7913578946222221,0.9807360088888893,29.99684541777779,26.854180400000022,0.9852379244444441,0.734740593333334,28.938308526666635,0.487375,0.723305,LoadTestSession1,User1,User3,2023-07-24 11:11:56.682000+00:00
0,0.8139300176222223,0.9879456599999998,32.92639315333333,30.017809155555547,0.9897526444444438,0.7375185177777778,33.35033873111111,0.719625,0.8901025,LoadTestSession1,User1,User4,2023-07-24 11:10:48.712000+00:00
1,0.8223351390666666,0.9871090400000007,31.870109642222197,28.81189388444445,0.989721846666667,0.7623923222222221,31.444122448888894,0.681125,0.88527,LoadTestSession1,User1,User4,2023-07-24 11:11:05.712000+00:00
2,0.7801419090666667,0.9795138866666667,29.94617900000002,26.833853226666687,0.9842160488888884,0.7182523422222222,29.134248779999975,0.320875,0.81731,LoadTestSession1,User1,User4,2023-07-24 11:11:22.712000+00:00
3,0.8012532637777784,0.9826152911111116,30.19682272444442,27.05092818888889,0.9866195644444448,0.7386256244444444,29.14785926444446,0.671875,0.806535,LoadTestSession1,User1,User4,2023-07-24 11:11:39.712000+00:00
4,0.8069999387777783,0.9829835155555555,30.284747197777765,27.124857595555554,0.9870616222222225,0.749920075555556,29.179046153333353,0.642625,0.8613299999999999,LoadTestSession1,User1,User4,2023-07-24 11:11:56.712000+00:00
0,0.7974225320888888,0.9826645822222225,30.261522124444433,27.14149848222223,0.98647684,0.7315630333333328,29.334300293333317,0.61075,0.8749575,LoadTestSession1,User1,User5,2023-07-24 11:10:48.577000+00:00
1,0.808105297422223,0.9830631488888886,30.31135902444444,27.14649039333332,0.9872195244444439,0.7541900111111115,29.19404368444446,0.638,0.8798474999999999,LoadTestSession1,User1,User5,2023-07-24 11:11:05.577000+00:00
2,0.8105640403333332,0.9833864511111108,30.40997528222223,27.244990624444448,0.9874604466666662,0.7579390333333335,29.311481135555546,0.55175,0.841505,LoadTestSession1,User1,User5,2023-07-24 11:11:22.577000+00:00
3,0.8081288476444448,0.983229362222222,30.31450720444446,27.151157148888874,0.9872721044444444,0.7519977933333337,29.213528926666644,0.53075,0.7706375000000001,LoadTestSession1,User1,User5,2023-07-24 11:11:39.577000+00:00
4,0.7686601028000004,0.9573955888888896,29.29621327333333,26.12240298222223,0.9711490733333334,0.7112344711111109,28.100275073333307,0.286875,0.64137,LoadTestSession1,User1,User5,2023-07-24 11:11:56.577000+00:00
0,0.7995764714444441,0.9824892044444437,30.17622431555556,27.033377940000022,0.9864831644444441,0.7372779666666668,29.13969846888889,0.682375,0.8902625,LoadTestSession1,User1,User6,2023-07-24 11:10:48.368000+00:00
1,0.8087452161777786,0.9830863399999996,30.311019537777792,27.14184973333334,0.9872489333333337,0.755884826666667,29.180243342222205,0.6703749999999999,0.8829075,LoadTestSession1,User1,User6,2023-07-24 11:11:05.368000+00:00
2,0.7763723452666669,0.9782151977777768,29.800484131111123,26.659509966666675,0.9834427800000001,0.7215519822222225,28.839895551111116,0.1345,0.695175,LoadTestSession1,User1,User6,2023-07-24 11:11:22.368000+00:00
3,0.7902794524,0.9706603133333337,29.829167931111115,26.673956688888882,0.9803450733333334,0.730128959999999,28.704886599999984,0.483125,0.7183475,LoadTestSession1,User1,User6,2023-07-24 11:11:39.368000+00:00
4,0.7886586947111104,0.9767279733333337,30.020300960000018,26.884552971111084,0.9827798911111103,0.7274946977777768,29.001577035555556,0.42925,0.7255225,LoadTestSession1,User1,User6,2023-07-24 11:11:56.368000+00:00
0,0.7997109975333333,0.9826286022222217,30.22050144222221,27.08202344444444,0.9865833155555551,0.7371487866666662,29.20256642666669,0.6288750000000001,0.8589275000000001,LoadTestSession1,User1,User7,2023-07-24 11:10:48.504000+00:00
1,0.8099668838444454,0.9832372866666669,30.331607597777758,27.16132071777777,0.9873730399999996,0.7569475755555556,29.201397706666675,0.5627500000000001,0.8588775,LoadTestSession1,User1,User7,2023-07-24 11:11:05.504000+00:00
2,0.8114588864888891,0.9838232399999997,30.403247475555585,27.230190986666663,0.9877265800000005,0.7595658333333332,29.274356984444477,0.30574999999999997,0.8218000000000001,LoadTestSession1,User1,User7,2023-07-24 11:11:22.504000+00:00
3,0.7900868638000003,0.9765531866666668,29.890650151111124,26.735892764444436,0.9830524977777777,0.7286143822222232,28.811926046666702,0.532875,0.7449775,LoadTestSession1,User1,User7,2023-07-24 11:11:39.504000+00:00
4,0.8045014419333326,0.9828679999999999,30.273548266666676,27.117897040000024,0.9869473088888885,0.7476341288888884,29.191533933333318,0.546875,0.766335,LoadTestSession1,User1,User7,2023-07-24 11:11:56.504000+00:00
0,0.7914430213333334,0.9827488400000002,30.206175491111097,27.097262575555522,0.9862207000000006,0.7222752822222229,29.328049448888905,0.7161249999999999,0.89988,LoadTestSession1,User1,User8,2023-07-24 11:10:49.026000+00:00
1,0.8078328775777776,0.9830607222222231,30.34358768666669,27.183118840000006,0.9871491355555563,0.7519603444444439,29.247976424444456,0.698375,0.9046274999999999,LoadTestSession1,User1,User8,2023-07-24 11:11:06.026000+00:00
2,0.7995716906666666,0.9817695311111106,30.201099933333335,27.057782673333328,0.9861424533333331,0.7432810555555557,29.20480486888888,0.243375,0.7613025,LoadTestSession1,User1,User8,2023-07-24 11:11:23.026000+00:00
3,0.7933123370888899,0.9789320844444449,30.03384212000002,26.87405261777777,0.984648811111111,0.7401534155555558,28.92618681555558,0.473125,0.7125375,LoadTestSession1,User1,User8,2023-07-24 11:11:40.026000+00:00
4,0.7468558324666666,0.9620936666666663,28.959330037777764,25.813315575555542,0.9742210688888887,0.6963147466666673,27.849150139999985,0.32800000000000007,0.64379,LoadTestSession1,User1,User8,2023-07-24 11:11:57.026000+00:00
0,0.8035466815333333,0.9829159688888878,30.317121722222225,27.178530837777778,0.9868838266666664,0.7427970911111113,29.30592456666668,0.546625,0.85124,LoadTestSession1,User2,User1,2023-07-24 11:10:49.029000+00:00
1,0.8092974313111111,0.9831558088888888,30.33974312444441,27.170069831111114,0.9873250022222211,0.7565381377777773,29.21481357111111,0.7016249999999999,0.901715,LoadTestSession1,User2,User1,2023-07-24 11:11:06.029000+00:00
2,0.7973532779555553,0.9807619511111105,30.09823612888889,26.95661525555554,0.9853796866666665,0.7386526111111108,29.10200189999998,0.36412500000000003,0.737175,LoadTestSession1,User2,User1,2023-07-24 11:11:23.029000+00:00
